Holding Ticker,ETFs Holding This Stock
2454.TW,FLTW (9.1461%); RFEM (7.4168%); DEM (6.7712%); EWT (6.623%); FRDM (5.4626%); GTEK (4.7922%); GGME (4.7168%); EMM (4.423%); AIA (4.3447%); BCHI (4.3074%); EMC (4.2309%); SPTE (4.193%); EPEM (4.071%); AIVC (4.0017%); FDTX (3.8637%); SNSR (3.707%); AGEM (3.6693%); EMXF (3.3461%); EMEQ (3.2337%); EPIN (3.218%); QEMM (3.1831%); MEMX (3.1759%); FTHF (3.0708%); ECON (2.9118%); EMKT (2.8506%); DEHP (2.7729%); IQDY (2.7207%); XCNY (2.6886%); KEMX (2.5963%); VEXC (2.5459%); GEME (2.538%); FFEM (2.5173%); IQDF (2.4668%); CGIC (2.4396%); JHEM (2.3684%); EMCS (2.3174%); SPWO (2.2725%); PXH (2.2127%); FEMR (2.2102%); GMF (2.1915%); EEMA (2.0428%); DGRE (1.9754%); STXE (1.9417%); EMXC (1.9159%); EMEM (1.907%); DIEM (1.8478%); AVSE (1.8427%); SPEM (1.8076%); NTSE (1.8031%); REMG (1.7472%); AAXJ (1.738%); SCHE (1.7037%); VWO (1.6383%); EMGF (1.6196%); MFEM (1.617%); EEMX (1.6142%); FLAX (1.5995%); BBEM (1.5921%); FDEM (1.59%); XSOE (1.573%); SEEM (1.5714%); BREE (1.5584%); EEM (1.5535%); ESGE (1.5237%); FNDE (1.5217%); BKEM (1.5024%); DBEM (1.4919%); XCEM (1.4575%); ROAM (1.4512%); GSEE (1.4393%); GEM (1.4305%); DFEV (1.4122%); IEMG (1.3648%); JADE (1.3176%); AVXC (1.3133%); DOL (1.2857%); JEMA (1.2813%); EMCR (1.2388%); DFAE (1.1501%); EMMF (1.1316%); AVEM (1.102%); QLVE (1.0932%); JPEM (1.0834%); DFSE (0.9382%); TLTE (0.7635%); DEXC (0.6733%)
2457.TW,PBD (1.1918%)
2489.TW,FEMS (1.125%)
2492.TW,EWX (0.4757%)
2501.TW,OAEM (2.879%)
2513.HK,CHAT (4.4454%); FPXI (4.2231%)
259960.KS,HERO (5.2286%)
2603.TW,DVYE (2.9557%)
2615.TW,SEA (3.9063%)
2618.HK,FCA (3.7319%)
2618.TW,SDEM (2.5296%); FEM (1.3647%)
2633.TW,EELV (0.82%)
2638.HK,IDLV (0.7714%)
2645.TW,EMSC (1.7609%)
267260.KS,EMSF (2.4936%); KMCA (2.3409%)
2689.HK,WOOD (5.0381%)
271560.KS,FDEM (1.4504%)
272210.KS,WDAF (5.1394%); KDEF (3.553%)
277810.KS,HUMN (3.2667%)
2801.TW,EELV (0.7772%)
2812.TW,EELV (0.7496%)
2834.TW,EELV (0.7574%)
285A.T,RAYJ (11.8122%); IPOS (10.4659%); FPXI (8.4879%); OPPJ (7.0279%); WCMI (6.4586%); GRIN (4.4784%); DRAM (4.359%); WCMG (4.3331%); WTAI (3.9827%); FIVA (3.9202%); BBJP (3.5423%); EWJ (3.4%); DBJP (3.2734%); TRFK (3.1772%); NBJP (3.1448%); FLJP (2.9701%); FLJH (2.9168%); IDMO (2.8283%); JPAN (2.7691%); IMTM (2.459%); IFLO (2.2679%); IPAC (1.8973%); EFG (1.5733%); IVLU (1.5343%); VPL (1.4983%)
2875.T,IVAL (2.0872%)
2881.TW,AVES (1.1066%)
2890.TW,OAEM (3.1851%)
2891.TW,FLTW (1.8384%); JPEM (0.8883%)
2914.T,DXJ (2.1926%)
298040.KS,POW (4.3069%); AVEE (0.6382%)
300014.SZ,EART (3.8056%); LIT (3.7528%)
300037.SZ,LIMI (3.3431%)
300059.SZ,CNXT (3.5115%)
300124.SZ,BOTZ (4.0922%)
300136.SZ,ASHS (1.0226%)
300274.SZ,KGRN (3.9852%); CNXT (3.1332%)
300285.SZ,NBCE (2.2906%)
300308.SZ,CNXT (14.5576%); CNQQ (7.3477%); KBA (7.2324%); CXSE (5.2441%); ASHR (4.8043%); EFFE (3.9364%); NBCE (3.7875%); KCAI (3.5296%); JCHI (3.3867%); CNYA (2.6646%); EQLT (2.1577%)
300394.SZ,KCAI (3.7854%); EMDV (2.6227%); CNXT (2.5398%)
300408.SZ,NBCE (3.2406%); CNXT (2.8538%)
300476.SZ,CNXT (2.6457%)
300502.SZ,CNXT (9.5599%); SMHC (6.3621%); KBA (4.3275%); CXSE (3.3033%); ASHR (2.8797%); CNQQ (2.5624%); CNYA (1.5859%)
300604.SZ,CNXT (2.0961%); ASHS (1.3542%)
300750.SZ,CNXT (13.965%); KBA (8.5089%); PCCE (7.0097%); BATT (6.7672%); CNQQ (5.842%); KGRN (5.3062%); CXSE (4.6559%); KARS (4.0229%); JCHI (4.0163%); NBCE (3.8199%); NXTE (3.7387%); LIT (3.6576%); GEME (3.6521%); ASHR (3.5282%); CNYA (3.2841%); BGGG (3.1226%); EMES (2.5242%); ERTH (2.216%); MINV (2.214%); FFEM (2.0973%); EMKT (2.0311%); AGEM (1.7709%); JADE (1.2119%)
300757.SZ,BOTZ (2.7882%)
300760.SZ,KURE (4.3111%)
300857.SZ,ASHS (1.0144%)
300866.SZ,CGRO (4.32%)
301308.SZ,CNXT (2.3305%)
301511.SZ,COPA (3.7622%)
3017.TW,FEM (1.3092%)
3023.TW,EDIV (2.6214%)
3026.TW,EYLD (2.6199%); FEMS (1.9888%)
3034.TW,RNEM (4.1365%); ADIV (3.5787%); DVYE (2.5671%)
3037.TW,RFEM (4.4001%); MINV (2.5576%); EWT (2.3891%); FLTW (2.067%); FEM (1.965%); AVES (1.2601%); DFEM (0.5291%)
3044.TW,EYLD (1.3543%)
3081.TWO,EWX (0.4081%)
3092.T,MOTI (2.6295%)
3099.T,IDVY (1.3854%); SCJ (0.6005%)
3105.TWO,EWX (0.4094%)
3110.T,GWX (0.267%)
3189.TW,FEM (2.9373%); EWX (0.6942%); EEMS (0.5539%); AVEE (0.4226%); VSS (0.2428%)
319660.KS,MKOR (4.134%); FDTS (0.7753%)
3231.TW,EFFE (3.5999%); EMDV (2.6544%)
329180.KS,KDEF (4.7613%); AVES (1.0105%)
3293.TWO,HERO (5.8411%)
3323.HK,FCA (3.0261%)
336260.KS,HYDR (9.4135%)
3393.HK,MCHS (2.9808%)
3436.T,SCJ (0.6581%); AVDS (0.3018%)
3443.TW,ARTY (3.1017%); RFEM (2.0772%)
3455.TWO,EYLD (1.7161%)
3481.TW,SDEM (3.5635%); DGS (3.2569%); FEM (2.3778%); AVES (1.769%); VIDI (1.3124%)
353200.KS,KMCA (4.7846%); FDTS (0.6293%)
3563.T,RAYJ (6.0815%)
3617.TW,EMSC (1.632%)
3659.T,NERD (3.3089%)
3661.TW,EFFE (3.1353%)
3665.TW,BCHI (2.4592%)
3690.HK,KTEC (8.2954%); CHIQ (8.2881%); CQQQ (8.0311%); KWEB (6.8369%); FXI (4.3726%); CGRO (4.3201%); EMQQ (3.8993%); MCH (2.687%); CNQQ (2.3382%); MCHI (1.853%); FLCH (1.7409%); GXC (1.4661%)
3702.TW,DGS (0.7603%)
3711.TW,EPEM (4.7469%); EPIN (3.3542%); FLTW (3.3019%); EWT (3.0817%); MFEM (2.7629%); GTEK (2.3927%); DEHP (2.3754%); MEMX (1.9926%); NXTG (1.6283%); JADE (1.3633%); FEMR (1.2583%); EMXF (1.2462%); ECON (1.243%); JEMA (1.1435%); GMF (1.1365%); XCNY (1.0767%); VEXC (0.9393%); JHEM (0.93%); SPEM (0.8172%)
373220.KS,IDRV (3.8098%); LIT (3.2212%); KMCA (2.3189%)
3798.T,JAPN (3.8334%)
3808.HK,EYLD (1.3685%)
3861.T,WOOD (4.4756%)
3888.HK,DRGN (4.9375%)
3908.HK,MCH (3.1239%)
4004.T,RAYJ (8.438%); IBAT (3.8617%); FJP (2.2782%); BATT (2.2416%)
402340.KS,EMEQ (16.3278%); EMSF (8.955%); WCME (6.4552%); GEME (6.408%); EEMO (5.3435%); BCIL (5.1035%); MEM (4.8088%); MKOR (4.5638%); PIZ (4.5431%); TEMX (4.4885%); PEMX (4.3741%); EWY (4.2593%); ASIA (3.9315%); FPA (3.7267%); FLKR (3.7153%); MEMX (3.4112%); WTAI (3.4077%); GTEK (3.3818%); EMM (3.0752%); JIG (3.0692%); NUEM (2.6946%); BCGS (2.3632%); SEEM (2.2469%); EMC (2.2274%); LDEM (2.1749%); AIA (1.9715%); EMXF (1.7761%); KEMX (1.764%); BREE (1.7354%); EMCS (1.5688%); ECON (1.4503%); FDT (1.4331%); FEMR (1.4037%); JEMA (1.139%); EEMA (1.0363%); EMCR (1.015%); EMXC (1.0072%); EMGF (0.9305%); XCEM (0.9166%); AAXJ (0.9102%); EEMX (0.8528%); EEM (0.8172%); FLAX (0.8016%); DBEM (0.7862%); IEMG (0.7181%); TLTE (0.5976%)
4062.T,NBJP (3.8129%); FJP (2.9787%); FNDC (0.5375%)
4063.T,IPAV (3.0663%); JPAN (2.8996%); MXI (2.8264%)
4186.T,FJP (1.6381%)
4205.T,TINT (6.1635%)
420770.KS,FDTS (0.8313%)
4385.T,DFIS (0.3742%)
4419.T,JAPN (4.7382%)
4502.T,BINV (2.36%); ICOW (2.1189%); IDOG (2.0848%); EFAV (1.3835%)
4503.T,IDOG (2.0884%); DIM (0.6886%)
4519.T,THNR (4.5673%); OZEM (4.5088%); RAYJ (3.4076%)
4528.T,CGV (2.0118%)
454910.KS,HUMN (3.2292%)
4578.T,ASD (2.9525%)
4681.T,JAPN (4.5452%)
4751.T,IVAL (2.0809%)
4958.TW,VIDI (1.9575%); AVES (1.0634%)
500034,INQQ (7.9722%); FMQQ (6.6283%); EMQQ (3.7879%); INDE (3.6628%); TEMX (3.1313%); GIND (2.5839%); NFTY (2.0368%); INDA (1.9244%); FLIN (1.6943%)
500087,NFTY (2.0473%)
500124,INDQ (5.1634%); NFTY (2.0522%)
500251,GLIN (5.3195%); INCO (5.005%)
500312,EPI (2.5682%)
500387,RNEM (2.4472%)
500480,BCHI (2.1752%)
500696,INCO (4.6627%)
500850,IOPP (5.3114%)
5016.T,IPOS (8.5115%); EAFG (4.2765%)
5020.T,CRAK (5.1518%)
5021.T,FYLD (1.023%)
5076.T,DFJ (0.5954%)
517569,SMIN (0.9881%)
5211.KL,EWM (3.0747%)
5225.KL,EWM (3.1808%)
5274.TWO,EQLT (4.2654%); MEMS (2.2788%); ROAM (1.3028%)
5285.KL,UEVM (1.1692%)
531642,IOPP (4.6639%); EMSF (2.8895%)
532497,MEMS (2.3023%); SMIN (0.8511%)
5332.T,SCJ (0.5525%)
5333.T,EVX (5.4218%); FJP (3.1458%); SCJ (0.7469%); SCZ (0.2901%)
5334.T,NBJP (3.6793%); IDVY (1.5435%); SCJ (0.7493%); SCZ (0.2789%)
5347.KL,EWM (8.2315%); ASEA (2.9209%)
5347.TWO,KEMQ (3.2851%); FID (1.9871%); WDIV (1.4492%)
5393.T,DFJ (0.5969%)
5398.KL,EWM (5.1509%)
5401.T,SLX (4.7746%)
5434.TW,PIE (3.6116%)
5483.TWO,EDIV (3.4852%); PBD (1.1933%)
5541.T,ION (3.1473%)
5706.T,FJP (3.383%); AVDV (1.1723%); AVDS (0.2705%)
5711.T,DISV (0.543%)
5801.T,IBAT (3.9607%); PIZ (2.2951%); FDT (0.8005%)
5802.T,NBJP (3.9878%); FJP (2.0717%); IDVY (1.688%)
5803.T,IPAV (3.9448%); PIZ (3.7516%); AMGR (3.0048%); FJP (2.4042%); GRIN (2.2354%); NXTG (1.905%); IDVY (1.1992%); DFAX (0.4888%)
5831.T,SCJ (0.5647%)
5832.T,DFJ (0.6717%)
5844.T,OAIM (3.1641%)
5880.TW,EELV (0.9702%)
600036.SS,JCHI (3.9076%); ASHR (1.4966%); CNYA (1.3915%)
600111.SS,REMX (6.8276%); EART (4.1223%)
600160.SS,KCAI (4.6407%)
600276.SS,KURE (4.6288%)
600392.SS,REMX (4.0346%)
600519.SS,KBA (4.3284%); CNYA (2.8258%); JCHI (2.6315%); ASHR (2.5094%)
600522.SS,MCH (4.6249%); NBCE (3.5204%)
600549.SS,REMX (6.9261%); LIMI (3.4316%)
600900.SS,ICLN (5.7782%); VCLN (5.3296%); KGRN (5.2256%); OBOR (4.4206%); CNYA (1.2208%)
601138.SS,DRGN (5.8592%); KBA (3.9152%); CNYA (1.4418%); ECON (1.243%)
601169.SS,KCAI (3.1026%)
601318.SS,JCHI (3.8712%); CXSE (2.0938%); ASHR (1.7228%)
601398.SS,KCAI (3.1569%)
601881,KCAI (3.3304%)
601899.SS,KBA (5.0126%); ASHR (1.4174%)
601939.SS,KCAI (3.1046%)
601958.SS,REMX (6.0515%)
601985.SS,URAN (3.1231%)
601988.SS,KCAI (3.1343%)
603156.SS,KROP (4.7039%)
603163.SS,MCHS (4.2596%)
603259.SS,KURE (5.8365%); CGRO (4.8935%)
603666.SS,BOTT (4.5375%)
603699.SS,MCHS (3.0674%)
603799.SS,LIMI (5.3307%)
603986.SS,SMHC (6.8974%); CNQQ (3.5835%); ASHR (1.8714%); CXSE (1.8477%)
603993,KBA (2.9658%)
605376.SS,MCHS (6.858%)
6080.T,JAPN (4.3619%)
6082.HK,OND (4.8488%); TINY (4.705%)
6098.T,EFFI (3.9649%); JPY (3.4623%); JPAN (3.3585%)
6101.T,OPPJ (2.5224%); FDTS (0.5686%)
6113.T,NBJP (2.8623%)
6134.T,FDTS (0.555%)
6139.TW,EYLD (1.3166%)
6160.HK,KURE (8.9199%)
6196.TW,PIE (3.9715%)
6198.HK,FCA (3.2821%)
6213.TW,FEMS (2.0257%)
6223.TWO,ROAM (1.3841%); DFEM (0.5093%); AVEE (0.486%)
6238.T,JAPN (4.3066%)
6239.TW,EMSC (2.1441%); EYLD (1.3313%); DGS (1.1668%)
6257.TW,PIE (3.2519%)
6273.T,BOTZ (4.2949%); EXUS (3.1347%)
6274.TWO,DEXC (0.9719%); EEMS (0.7414%); AVEE (0.5396%); VSS (0.3543%)
6282.TW,PBD (1.1675%)
6285.TW,MINV (2.3724%); VIDI (0.853%)
6324.T,HUMN (4.5527%); KOID (3.1224%); ROBO (1.6953%)
6326.T,KROP (10.7505%); MOO (4.775%); FTAG (3.8306%); VEGI (3.0393%); CCNR (1.1369%)
6361.T,PIO (7.4575%); RAYJ (6.0458%); NBJP (3.0463%)
6367.T,EXUS (3.3047%)
6370.T,ETEC (6.366%)
6383.T,RAYJ (5.6707%); BOTZ (3.5556%); FBOT (3.2318%)
6407.T,GWX (0.2607%)
6409.TW,PBD (1.5505%)
6446.TW,RCGE (0.5991%)
6471.T,DFJ (0.5486%)
6481.T,FBOT (3.3738%); KOID (2.4548%); PDN (0.2343%)
6501.T,RCTR (4.3087%); JDVI (3.4615%); JPY (3.0691%); JPAN (2.982%); GSJY (2.4099%); EWJ (2.3875%); DBJP (2.3007%); BBJP (2.2676%); FLJP (1.9494%); FLJH (1.9078%); IQDY (1.5969%); IPAC (1.3329%)
6503.T,OAIM (4.1321%); THMZ (2.7623%); MFSI (1.8619%); JPXN (1.6367%)
6506.T,ETEC (5.155%); SCJ (0.7343%); SCZ (0.278%)
6515.TW,EWX (0.5845%)
6525.T,IPOS (8.8149%); FJP (1.655%); SCJ (1.1398%); SCZ (0.4177%)
6544.T,JAPN (4.9226%); ASCI (4.0472%)
6590.T,DFIS (0.3762%)
6669.TW,SDG (3.7693%); EFFE (3.1953%)
6691.TW,PIE (2.377%)
6723.T,MOTO (3.8784%); KOID (3.2754%); EAFG (2.898%); EWJV (2.0488%); TOUS (1.8508%); FIVA (1.7476%); WWJD (1.0021%); BLES (0.4794%)
6752.T,LIT (6.1884%); KARS (5.3136%); JPAN (2.8636%); EWJV (2.6002%); OPPJ (2.5935%); NUDM (1.863%)
6754.T,CGV (2.571%)
6758.T,GAMR (4.6783%); BNGE (4.2668%); JPAN (3.0384%); JPY (2.9451%); BIDD (2.6728%); EWJ (2.314%); DBJP (2.2293%); BBJP (2.1799%); GSJY (2.1211%); IVAL (2.0276%); FLJP (1.9124%); FLJH (1.872%); DIHP (1.438%)
6762.T,LIT (5.7883%); IBAT (5.6743%); BATT (3.3413%); JPY (2.5263%)
6814.T,JAPN (8.6728%)
6856.T,PDN (0.2474%)
6857.T,FPXI (9.3975%); JPAN (3.7946%); PJIO (3.7326%); BCIL (3.666%); RFDI (3.5953%); GSJY (3.5635%); EAFG (3.3997%); GRIN (3.1676%); RWIN (2.9931%); EWJ (2.8587%); DBJP (2.7548%); BBJP (2.7184%); JPXN (2.4648%); IDMO (2.4295%); IDHQ (2.4094%); FLJP (2.3121%); FLJH (2.2573%); IQDF (2.1296%); FFDI (1.9188%); FJP (1.8579%); IQLT (1.684%); IQDY (1.6032%); IPAC (1.5972%); FEDM (1.361%); DMXF (1.3427%); VPL (1.1449%); DWMF (0.9506%); GSIE (0.9192%); WWJD (0.7135%)
6861.T,BOTZ (9.7657%); IBOT (5.1404%); EFFI (3.5668%); OEFA (2.9675%); FBOT (2.6438%); FHIL (1.9937%)
6869.HK,FCA (14.359%); TCHI (2.6879%)
688008.SS,KSTR (8.7809%); DRGN (7.784%); SMHC (4.5756%); NBCE (4.4243%); MCH (2.351%)
688012.SS,KSTR (8.6797%); SMHC (6.2284%); MCHS (5.0264%); MINV (2.2157%)
688017.SS,BOTT (8.8334%); HUMN (4.2259%); KOID (3.3896%)
688041.SS,KSTR (8.5092%); DRGN (8.1257%); SMHC (7.574%); KBA (4.4119%); CQQQ (2.2423%); CNYA (1.6311%)
688072.SS,KSTR (4.7812%); SMHC (4.5104%)
688120.SS,KSTR (3.6219%); ASHS (1.1334%)
688165.SS,BOTT (5.2002%)
688200.SS,MCHS (5.1452%)
688256.SS,KSTR (9.8969%); SMHC (8.5586%); DRGN (7.432%); KBA (5.1292%); AIVC (3.3212%); NBCE (3.2486%); CNQQ (3.145%); CQQQ (2.6134%); CXSE (2.0527%); CNYA (1.8927%); ASHR (1.7069%)
688306.SS,BOTT (4.7538%)
688320.SS,BOTT (5.8029%)
688347,KSTR (3.8949%); ASHS (1.2119%)
688361.SS,ASHS (0.9373%)
688498.SS,DRGN (7.209%); KSTR (5.3355%); ASHS (1.6714%)
688521.SS,KSTR (4.4352%)
688525.SS,KSTR (5.3012%); SMHC (4.6501%)
688585.SS,HUMN (3.4911%)
6890.T,GWX (0.2745%)
6902.T,QINT (1.1212%)
6920.T,EAFG (3.6181%); EFAD (1.7612%)
6949.TW,FEMS (1.0085%)
6954.T,BOTZ (8.687%); IBOT (2.9339%); THMZ (2.4172%); ROBO (1.6488%)
6963.T,SCJ (0.7852%); SCZ (0.2944%)
6965.T,PDN (0.2307%)
6971.T,KNO (2.2308%)
6976.T,SCJ (1.1754%); AVDS (0.6095%); DDLS (0.5876%); DLS (0.5781%); SCZ (0.4243%); FNDC (0.3039%)
6981.T,IBAT (7.1869%); UMMA (3.4433%); EWJV (2.9752%); EPIN (2.9596%); JPXN (2.7476%); RGEF (2.7343%); BBJP (2.3571%); EFAD (2.3565%); EWJ (2.2284%); DBJP (2.1474%); DXJ (2.111%); GSJY (2.0352%); FLJP (1.9561%); FLJH (1.9122%); SEIE (1.8%); MFDX (0.8576%)
7010.SR,FLSA (6.2592%); KSA (5.4114%); EDIV (2.0728%); EVLU (1.5218%)
7011.T,WDAF (4.2938%); GEOA (2.3643%)
7012.T,RAYJ (4.865%); WDAF (4.2034%)
7189.T,ISCF (0.4356%)
7203.T,EWJV (6.4089%); IQDG (4.1225%); IHDG (4.0846%); DXJ (3.634%); BBJP (3.4862%); RXI (3.1275%); EWJ (3.1185%); DBJP (3.004%); FLJP (2.8754%); FLJH (2.7989%); GSJY (2.679%); DTAN (2.5332%); PATN (2.0749%); IPAC (1.7409%); IVLU (1.7211%); DFIV (1.6648%); EFV (1.4884%); VPL (1.3757%); IQSI (1.2387%); PRXI (1.1195%); DWM (1.0092%); DDWM (0.9801%); FNDF (0.8566%); PXF (0.8485%); TLTD (0.6529%)
7267.T,DVYA (4.7619%); IPKW (4.2306%); IDOG (2.1552%)
7278.T,DFJ (0.5587%)
7327.T,DFJ (0.7153%)
7532.T,JAPN (3.5841%)
7731.T,TINY (4.7389%)
7735.T,TINY (5.8659%); IDVY (1.7114%); DSTX (1.6722%); FIVA (1.4823%)
7741.T,TXUG (5.1684%); OSEA (4.3906%); CEFA (1.3972%)
7762.T,DFJ (0.5967%); GWX (0.2792%)
7832.T,ESPO (4.488%); NERD (4.2652%)
7936.T,RAYJ (5.145%); ASCI (3.9168%); BCIL (3.7111%)
7951.T,MUSQ (4.8492%)
7974.T,NERD (8.6941%); ESPO (6.5337%); HERO (4.7352%); GAMR (4.5896%); ODDS (4.048%)
8001.T,OPPJ (5.1811%); DINT (4.5793%)
8002.T,OPPJ (6.8593%)
8015.T,EFFI (2.986%)
8021.TW,FEMS (1.5343%)
8031.T,OPPJ (6.2217%); EWJV (2.6302%); JPXN (1.6078%)
8035.T,JPAN (6.1938%); VNIE (6.1565%); PCIG (5.1122%); NBJP (4.7142%); JPY (4.6622%); EAFG (4.3099%); EWJ (4.1743%); GSJY (4.1708%); DBJP (4.0214%); AGQI (4.0019%); BBJP (3.8928%); GEOA (3.6898%); ADVE (3.6467%); FLJP (3.3508%); FLJH (3.2904%); DXJ (3.2601%); OPPJ (3.1928%); UMMA (3.0818%); JPXN (2.9579%); IQDF (2.9253%); IQDY (2.8685%); PIEL (2.8341%); DNL (2.7768%); CGXU (2.7081%); GRIN (2.6456%); NVPS (2.6297%); CGIE (2.6222%); IDHQ (2.4656%); NUDM (2.4376%); VDI (2.3951%); IPAC (2.3294%); IHDG (2.2453%); IQDG (2.2401%); DMXF (1.9657%); EFG (1.9323%); EASG (1.8517%); DIHP (1.7871%); IQLT (1.6815%); VPL (1.6392%); HOLA (1.6351%); IQSI (1.585%); JIRE (1.5245%); IMTM (1.5113%); FENI (1.437%); SFTX (1.3471%); FRGN (1.3408%); NTSI (1.2256%); ENHI (1.2236%); ESGD (1.1566%); DWMF (1.1339%); EFAX (1.0613%); MFDX (1.0596%); DIVI (1.0547%); RINT (1.0339%); BBIN (0.9994%); EFA (0.9786%); DBEF (0.9107%); IEFA (0.8436%); AVSD (0.8085%); DFAI (0.7967%); EFAA (0.7854%); DFSI (0.6663%); JPIN (0.535%)
8046.TW,FEM (1.874%); EEMS (0.5526%)
8053.T,OPPJ (7.3461%); GEOA (2.8118%); ADVE (2.1338%)
8058.T,OPPJ (6.838%); EWJV (3.2281%); DXJ (2.3274%); JPXN (1.5903%); QLVD (1.4827%)
8113.T,MOTI (2.6939%)
8150.TW,FEMS (1.2058%)
8210.TW,ASCI (3.1309%)
8227.T,IVAL (2.023%)
8299.TWO,EEMS (0.7944%)
8306.T,RAYJ (9.3931%); EWJV (8.4847%); JPY (5.2029%); DXJ (4.7521%); JPAN (4.674%); VIGI (4.2704%); EWJ (4.1364%); BBJP (4.0937%); GSJY (4.0102%); DBJP (3.9854%); FLJP (3.4419%); FLJH (3.3806%); TXUE (3.2598%); BIDD (3.0903%); EXUS (2.9825%); ADVE (2.7503%); IPAC (2.3091%); EFV (1.9742%); DMXF (1.945%); IQDY (1.738%); JPXN (1.6932%); VPL (1.6649%); FIVA (1.4033%); NTSI (1.3716%); WIMA (1.3084%); JIVE (1.2702%); TOUS (1.2691%); CEFA (1.2549%); PRXI (1.2157%); ENHI (1.1868%); VYMI (1.1805%); BBIN (1.0516%); EFAX (1.0509%); GSID (0.9995%); PTIN (0.9819%); PABD (0.9742%); EFA (0.972%); INTF (0.941%); DBEF (0.9027%); BKIE (0.8768%); IEFA (0.8367%); IDEV (0.7393%); SPDW (0.7157%); DFAI (0.7018%)
8316.T,EWJV (5.762%); JPY (4.4105%); JDVI (3.8674%); DXJ (3.7117%); JPAN (3.292%); EWJ (2.7864%); BBJP (2.7184%); DBJP (2.6844%); GSJY (2.4494%); FLJP (2.2593%); FLJH (2.2194%); JPXN (1.9523%); NUDM (1.8941%); VDI (1.65%); IPAC (1.5554%); IDVY (1.22%); VPL (1.0896%)
8358.TWO,AVEE (0.4806%); EWX (0.3446%)
8411.T,EWJV (4.5024%); NBJP (4.0843%); JPY (3.4337%); DXJ (2.7734%); JPXN (2.1585%); GSJY (2.146%)
8418.T,DFJ (0.5491%)
8464.TW,ADIV (2.9923%)
8630.T,PIEQ (3.5318%); FYLD (1.0146%)
8750.T,RWIN (1.6291%); FYLD (1.035%)
8766.T,NBJP (4.1424%); OPPJ (3.6923%); DXJ (2.8842%); JPY (2.76%)
8801.T,RWX (5.6058%); IFGL (3.3792%); HAUZ (2.6153%); VNQI (2.4327%)
8802.T,IFGL (3.9764%); HAUZ (3.2396%); VNQI (2.9561%); ERET (1.626%)
8830.T,HAUZ (2.2472%); IFGL (2.1413%); VNQI (2.0697%)
8848.T,IVSX (1.782%)
8869.KL,EWM (6.2577%)
8876.T,IVSX (2.1309%)
8972.T,IDLV (0.6921%)
8984.T,IDLV (0.6897%)
8996.TW,FEMS (1.4876%); EWX (0.323%)
8TRA,DIM (0.6979%)
900948.SS,FCA (4.0413%)
9020.T,SDG (3.0878%)
9022.T,IVAL (2.052%)
9076.T,DFJ (0.5104%)
9104.T,BOAT (4.8478%)
9107.T,BOAT (4.9453%)
9432.T,DXJ (2.024%)
9433.T,ICOW (2.1327%)
9434.T,HDMV (1.2838%)
9435.T,JAPN (3.865%)
9618.HK,CHIQ (6.2572%); KTEC (4.2819%); FDNI (4.1738%); KWEB (3.8799%); TCHI (2.977%)
9660.HK,IPOS (2.6776%)
9684.T,HERO (4.5091%)
9688.HK,ECNS (1.334%)
9696.HK,LITP (4.4338%)
9697.T,ESPO (4.5251%); HERO (4.5062%); NERD (3.1845%)
9698.HK,KGRN (3.667%)
9735.T,EFAV (1.516%)
9766.T,NERD (4.2447%)
9866.HK,KGRN (6.3579%); IDRV (3.8497%); CHIQ (2.734%)
9868.HK,KGRN (5.9451%)
9880.HK,CGRO (5.4041%); HUMN (5.3993%)
9888.HK,CQQQ (7.6367%); KTEC (4.5972%); KWEB (4.1963%); TCHI (3.0201%); IPKW (2.5824%)
9926.HK,KURE (3.752%)
9961.HK,CHIQ (4.3483%)
9983.T,RAYJ (6.0264%); DNL (2.2222%)
9984.T,CGXU (4.9927%); NFRA (3.9756%); IXP (3.8759%); EWJV (3.6097%); JPY (2.8451%); EWJ (2.6734%); DBJP (2.576%); BBJP (2.4609%); JPXN (2.355%); FLJP (2.2153%); FLJH (2.1651%); GSJY (2.0562%); NUDM (1.8561%); IPAC (1.4923%); NTSI (1.2568%); WIMA (1.249%); FDT (0.8175%); JHMD (0.7578%)
9988.HK,FDNI (8.5815%); FXI (8.3797%); MCHI (8.345%); FLCH (7.8168%); KWEB (7.7122%); CHIQ (7.5661%); GXC (6.747%); PCCE (6.6072%); CNQQ (6.3742%); JCHI (6.2542%); CXSE (5.8937%); MCH (5.3707%); EMQQ (5.2987%); BKF (4.7162%); KTEC (4.2979%); RXI (3.5785%); AIA (3.5403%); LDEM (3.4188%); GEME (3.2776%); EMC (2.721%); PXH (2.6818%); EMES (2.4024%); FNDE (2.3953%); MEM (2.305%); EMCS (2.2962%); EMCR (2.2155%); GMF (2.2009%); EQLT (2.175%); SCHE (2.0502%); EEMA (2.0021%); EMMF (1.9277%); NTSE (1.8676%); VWO (1.7944%); AAXJ (1.7837%); SPEM (1.7766%); FLAX (1.7619%); XSOE (1.7414%); JHEM (1.6851%); FFEM (1.663%); BBEM (1.6375%); BKEM (1.6164%); EEM (1.601%); EMGF (1.5866%); GSEE (1.5654%); EEMX (1.5582%); DBEM (1.4833%); ESGE (1.4158%); IEMG (1.4056%); SEEM (1.3747%); GEM (1.3442%); JEMA (1.215%); DFAE (0.9366%); DIEM (0.9022%); TLTE (0.7997%); DFSE (0.7528%); DFEM (0.6362%)
